name,inst_id
Jaypee University of Information Technology,https://openalex.org/I153954893
Jazan University,https://openalex.org/I91450128
Jean Moulin University – Lyon 3,https://openalex.org/I874609350
Jeju National University,https://openalex.org/I83202590
Jember University,https://openalex.org/I4210108816
Jeonbuk National University,https://openalex.org/I80611190
Jianghan University,https://openalex.org/I31590910
Jiangnan University,https://openalex.org/I111599522
Jiangsu Normal University,https://openalex.org/I118574674
Jiangsu University,https://openalex.org/I115592961
Jiangsu University of Science and Technology,https://openalex.org/I4210096899
Jiangxi Normal University,https://openalex.org/I53592917
Jiangxi University of Finance and Economics,https://openalex.org/I59649739
Jilin University,https://openalex.org/I194450716
Jimma University,https://openalex.org/I1443707
Jinan University,https://openalex.org/I159948400
Johannes Gutenberg University of Mainz,https://openalex.org/I197323543
Johannes Kepler University of Linz,https://openalex.org/I121883995
Johns Hopkins University,https://openalex.org/I145311948
Jordan University of Science and Technology,https://openalex.org/I156983542
Joseph Fourier University,https://openalex.org/I177483745
Jouf University,https://openalex.org/I199702508
Juntendo University,https://openalex.org/I34077901
Justus Liebig University Giessen,https://openalex.org/I200763008
Jönköping University,https://openalex.org/I94616838
KIIT University,https://openalex.org/I67357951
KL University,https://openalex.org/I875944469
King Mongkut's Institute of Technology Ladkrabang,https://openalex.org/I91538806
KTH Royal Institute of Technology,https://openalex.org/I86987016
KU Leuven,https://openalex.org/I99464096
Kadir Has University,https://openalex.org/I132286405
Kafrelsheikh University,https://openalex.org/I130309236
Kagawa University,https://openalex.org/I201933988
Kagoshima University,https://openalex.org/I107139324
Kalasalingam Academy of Research and Education,https://openalex.org/I98499257
Kanagawa University,https://openalex.org/I41802502
Kanazawa Medical University,https://openalex.org/I16568816
Kanazawa University,https://openalex.org/I10091056
Kangwon National University,https://openalex.org/I165507594
Kansai Medical University,https://openalex.org/I126884977
Kansai University,https://openalex.org/I56624758
Kansas State University,https://openalex.org/I189590672
Kaohsiung Medical University,https://openalex.org/I152743029
Karabük University,https://openalex.org/I173761726
Karadeniz Technical University,https://openalex.org/I162720556
Karlsruhe Institute of Technology,https://openalex.org/I102335020
Karlstad University,https://openalex.org/I43968019
Karnatak University,https://openalex.org/I110083240
Karolinska Institute,https://openalex.org/I28166907
Karpagam Academy of Higher Education,https://openalex.org/I65220239
Karunya Institute of Technology and Sciences,https://openalex.org/I119668213
Kasetsart University,https://openalex.org/I198105771
Kashan University of Medical Sciences,https://openalex.org/I198876898
Kastamonu University,https://openalex.org/I98905743
Kathmandu University,https://openalex.org/I47881588
Kaunas University of Technology,https://openalex.org/I172574986
Kazakh National Agrarian Research University,https://openalex.org/I4210128817
Kazan Federal University,https://openalex.org/I21203515
Kazan National Research Technical University,https://openalex.org/I2800546203
Kazan State Medical University,https://openalex.org/I186356647
Kazan State Power Engineering University,https://openalex.org/I4210128955
Keele University,https://openalex.org/I56007636
Keio University,https://openalex.org/I203951103
Kemerovo State University,https://openalex.org/I52135307
Kent State University,https://openalex.org/I149910238
Kenyatta University,https://openalex.org/I153975220
Kerman University of Medical Sciences,https://openalex.org/I235686326
Kermanshah University of Medical Sciences,https://openalex.org/I39642139
Khalifa University,https://openalex.org/I176601375
Kharazmi University,https://openalex.org/I181744264
Kharkiv Aviation Institute,https://openalex.org/I23686167
Kharkiv National University of Radio Electronics,https://openalex.org/I107158390
Khon Kaen University,https://openalex.org/I179193067
Khulna University,https://openalex.org/I124386471
Khulna University of Engineering and Technology,https://openalex.org/I1307585291
Khwaja Fareed University of Engineering and Information Technology,https://openalex.org/I4210102737
Kindai University,https://openalex.org/I916559398
King Abdulaziz University,https://openalex.org/I185163786
King Fahd University of Petroleum and Minerals,https://openalex.org/I134085113
King Faisal University,https://openalex.org/I4626487
King George’s Medical University,https://openalex.org/I280994
King Khalid University,https://openalex.org/I82952536
King Mongkut's University of Technology North Bangkok,https://openalex.org/I82828225
King Mongkut’s Institute of Technology Ladkrabang,https://openalex.org/I91538806
King Mongkut’s University of Technology Thonburi,https://openalex.org/I60837268
King Saud University,https://openalex.org/I28022161
King Saud bin Abdulaziz University for Health Sciences,https://openalex.org/I185203018
Kingston University,https://openalex.org/I205051169
King’s College London,https://openalex.org/I183935753
Kitasato University,https://openalex.org/I64189623
Kobe University,https://openalex.org/I65837984
Kocaeli University,https://openalex.org/I51826884
Kochi University,https://openalex.org/I35568498
Kochi University of Technology,https://openalex.org/I35568498
Kogakuin University,https://openalex.org/I116465919
Kohat University of Science and Technology,https://openalex.org/I178777954
Konkuk University,https://openalex.org/I24062138
Konya Technical University,https://openalex.org/I4210117254
Kookmin University,https://openalex.org/I110273157
Kore University of Enna,https://openalex.org/I246010334
KAIST,https://openalex.org/I157485424
Korea University,https://openalex.org/I197347611
Koç University,https://openalex.org/I1351752
Kumamoto University,https://openalex.org/I96036126
Kunming University of Science and Technology,https://openalex.org/I10660446
Kurdistan University of Medical Sciences,https://openalex.org/I3122832768
Kurume University,https://openalex.org/I105296287
Kuwait University,https://openalex.org/I36721946
Kwame Nkrumah University of Science and Technology,https://openalex.org/I28046988
Kwansei Gakuin University,https://openalex.org/I206011266
Kyiv National University of Construction and Architecture,https://openalex.org/I155165993
Kyoto Institute of Technology,https://openalex.org/I27429435
Kyoto Prefectural University of Medicine,https://openalex.org/I40677808
Kyoto Sangyo University,https://openalex.org/I168356945
Kyoto University,https://openalex.org/I22299242
Kyung Hee University,https://openalex.org/I35928602
Kyungpook National University,https://openalex.org/I31419693
Kyushu Institute of Technology (Kyutech),https://openalex.org/I207014233
Kyushu University,https://openalex.org/I135598925
Kırşehir Ahi Evran University,https://openalex.org/I204483917
L N Gumilyov Eurasian National University,https://openalex.org/I10232997
LMU Munich,https://openalex.org/I8204097
LUT University,https://openalex.org/I63548447
La Trobe University,https://openalex.org/I196829312
Ladoke Akintola University of Technology,https://openalex.org/I45230691
Lagos State University,https://openalex.org/I126541806
Lahore College for Women University,https://openalex.org/I161237661
Lahore University of Management Sciences,https://openalex.org/I207789805
Lakehead University,https://openalex.org/I72541430
Lancaster University,https://openalex.org/I67415387
Landmark University,https://openalex.org/I304664074
Lappeenranta-Lahti University of Technology LUT,https://openalex.org/I63548447
Latvia University of Life Sciences and Technologies,https://openalex.org/I116152951
Lebanese American University,https://openalex.org/I56306041
Lebanese University,https://openalex.org/I160368002
Leeds Beckett University,https://openalex.org/I84027002
Lehigh University,https://openalex.org/I186143895
Leibniz University Hannover,https://openalex.org/I114112103
Leiden University,https://openalex.org/I121797337
Leuphana University of Lüneburg,https://openalex.org/I113456305
Lille 1 University,https://openalex.org/I4387154560
Lincoln University,https://openalex.org/I184746854
Lincoln University College,https://openalex.org/I4210125414
Lingnan University,https://openalex.org/I165488957
Linköping University,https://openalex.org/I102134673
Lithuanian University of Health Sciences,https://openalex.org/I131736796
Liverpool Hope University,https://openalex.org/I44852757
Liverpool John Moores University,https://openalex.org/I63098007
Lobachevsky State University of Nizhni Novgorod,https://openalex.org/I79563041
Lodz University of Technology,https://openalex.org/I188884621
Lomonosov Moscow State University,https://openalex.org/I19880235
London Metropolitan University,https://openalex.org/I126193024
London School of Economics and Political Science,https://openalex.org/I909854389
London South Bank University,https://openalex.org/I28257850
Londrina State University,https://openalex.org/I127110123
Lorestan University,https://openalex.org/I3123046734
Lorestan University of Medical Sciences,https://openalex.org/I3121602497
Loughborough University,https://openalex.org/I143804889
Louisiana State University,https://openalex.org/I121820613
Louisiana Tech University,https://openalex.org/I919208787
Lovely Professional University,https://openalex.org/I110360157
Loyola Marymount University,https://openalex.org/I35566140
Lublin University of Technology,https://openalex.org/I8264552
Lucian Blaga University of Sibiu,https://openalex.org/I124121301
"Lumière University, Lyon 2",https://openalex.org/I188626449
Lund University,https://openalex.org/I187531555
Lviv Polytechnic National University,https://openalex.org/I98435010
M. Kumarasamy College of Engineering,https://openalex.org/I4387154466
MIREA - Russian Technological University,https://openalex.org/I4210135186
Maastricht University,https://openalex.org/I34352273
Macau University of Science and Technology,https://openalex.org/I111950717
Mackenzie Presbyterian University,https://openalex.org/I18167132
Macquarie University,https://openalex.org/I99043593
Madan Mohan Malaviya University of Technology,https://openalex.org/I2799532815
Mae Fah Luang University,https://openalex.org/I34002243
Maejo University,https://openalex.org/I190734841
Maharaja Sayajirao University of Baroda,https://openalex.org/I110116418
Maharishi Markandeshwar University,https://openalex.org/I155284866
Mahasarakham University,https://openalex.org/I123096312
Mahatma Gandhi University,https://openalex.org/I177436651
Mahidol University,https://openalex.org/I25399158
Mahsa University,https://openalex.org/I4210102358
Majmaah University,https://openalex.org/I195631090
Makerere University,https://openalex.org/I72227227
Malaviya National Institute of Technology,https://openalex.org/I83205935
Management and Science University,https://openalex.org/I1336834208
Manav Rachna International Institute of Research and Studies,https://openalex.org/I55016150
Manchester Metropolitan University,https://openalex.org/I11983389
Manipal Academy of Higher Education,https://openalex.org/I164861460
Manipal University Jaipur,https://openalex.org/I73779912
Manisa Celal Bayar University,https://openalex.org/I16748637
Mansoura University,https://openalex.org/I159247623
Mapúa University,https://openalex.org/I137967721
Marche Polytechnic University,https://openalex.org/I122534668
Marie and Louis Pasteur University,https://openalex.org/I4405256580
Marmara University,https://openalex.org/I74897591
Marquette University,https://openalex.org/I102461120
Masaryk University,https://openalex.org/I21449261
Mashhad University of Medical Sciences,https://openalex.org/I165560825
Massachusetts Institute of Technology,https://openalex.org/I63966007
Massey University,https://openalex.org/I51158804
Matej Bel University,https://openalex.org/I59655833
"Maulana Abul Kalam Azad University of Technology, West Bengal",https://openalex.org/I99601430
Mawlana Bhashani Science and Technology University,https://openalex.org/I41173762
Maynooth University,https://openalex.org/I157286207
Mazandaran University of Medical Sciences,https://openalex.org/I88085062
McGill University,https://openalex.org/I5023651
McMaster University,https://openalex.org/I98251732
Medical College of Wisconsin,https://openalex.org/I204308271
Medical University of Gdańsk,https://openalex.org/I75124487
Medical University of Graz,https://openalex.org/I202276237
Medical University of Lodz,https://openalex.org/I4210122071
Medical University of Lublin,https://openalex.org/I121032520
Medical University of Silesia in Katowice,https://openalex.org/I166182418
Medical University of Sofia,https://openalex.org/I30147112
Medical University of South Carolina,https://openalex.org/I153297377
Medical University of Vienna,https://openalex.org/I76134821
Medical University of Warsaw,https://openalex.org/I268303160
Mehran University of Engineering and Technology,https://openalex.org/I180291457
Meiji University,https://openalex.org/I16656306
Meijo University,https://openalex.org/I96636082
Memorial University of Newfoundland,https://openalex.org/I130438778
Mendel University in Brno,https://openalex.org/I56081889
Menoufia University,https://openalex.org/I63601056
Mersin University,https://openalex.org/I51780484
Metropolitan Autonomous University,https://openalex.org/I200362191
Miami University,https://openalex.org/I83328450
Michigan State University,https://openalex.org/I87216513
Michigan Technological University,https://openalex.org/I11957088
Middle East Technical University,https://openalex.org/I201799495
Middle Technical University,https://openalex.org/I201799495
Middlesex University,https://openalex.org/I60488453
Mie University,https://openalex.org/I178574317
Miguel Hernández University of Elche,https://openalex.org/I111262870
Military Institute of Science and Technology,https://openalex.org/I4405253019
Mindanao State University – Iligan Institute of Technology,https://openalex.org/I24245652
Mines ParisTech,https://openalex.org/I70768539
Ming Chi University of Technology,https://openalex.org/I12213908
Ming Chuan University,https://openalex.org/I192703390
Minia University,https://openalex.org/I89466785
Mirpur University of Science and Technology,https://openalex.org/I69716792
Misr University for Science and Technology,https://openalex.org/I154632036
Mississippi State University,https://openalex.org/I99041443
Missouri University of Science and Technology,https://openalex.org/I20382870
University of Missouri,https://openalex.org/I76835614
Mohammed V University,https://openalex.org/I126477371
Monash University,https://openalex.org/I56590836
Montana State University,https://openalex.org/I23732399
Montanuniversität Leoben,https://openalex.org/I182712176
Monterrey Institute of Technology,https://openalex.org/I98461037
Montpellier University,https://openalex.org/I19894307
Morgan State University,https://openalex.org/I83909951
Moscow Aviation Institute,https://openalex.org/I45571689
Moscow Institute of Physics and Technology,https://openalex.org/I153845743
Moscow Polytechnic University,https://openalex.org/I9115533
Moscow Power Engineering Institute,https://openalex.org/I171241948
Moscow State University of Civil Engineering,https://openalex.org/I4210086057
Muhimbili University of Health and Allied Sciences,https://openalex.org/I154840374
Multimedia University,https://openalex.org/I173029219
Murdoch University,https://openalex.org/I176790772
Muroran Institute of Technology,https://openalex.org/I41725924
Mustansiriyah University,https://openalex.org/I15873915
Mutah University,https://openalex.org/I21173400
Muş Alparslan University,https://openalex.org/I140912994
NED University of Engineering and Technology,https://openalex.org/I151746803
Nagaoka University of Technology,https://openalex.org/I85922643
Nagasaki University,https://openalex.org/I43777268
Nagoya City University,https://openalex.org/I33858575
Nagoya Institute of Technology,https://openalex.org/I197274945
Nagoya University,https://openalex.org/I60134161
Najran University,https://openalex.org/I47164929
Nanjing Agricultural University,https://openalex.org/I119454577
Nanjing Forestry University,https://openalex.org/I167027274
Nanjing Medical University,https://openalex.org/I83519826
Nanjing Normal University,https://openalex.org/I152031979
Nanjing Tech University,https://openalex.org/I134687103
Nanjing University,https://openalex.org/I881766915
Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412
Nanjing University of Information Science and Technology,https://openalex.org/I200845125
Nanjing University of Science and Technology,https://openalex.org/I36399199
Nankai University,https://openalex.org/I205237279
Nantes Université,https://openalex.org/I97188460
Nanyang Technological University,https://openalex.org/I172675005
Nara Medical University,https://openalex.org/I64926303
Nara Women’s University,https://openalex.org/I98885092
Naresuan University,https://openalex.org/I66200439
National Autonomous University of Mexico,https://openalex.org/I8961855
National Aviation University,https://openalex.org/I23686167
National Central University,https://openalex.org/I22265921
National Changhua University of Education,https://openalex.org/I70522481
National Cheng Kung University (NCKU),https://openalex.org/I4210158999
National Chengchi University,https://openalex.org/I87354575
National Chi Nan University,https://openalex.org/I193365169
National Chiao Tung University,https://openalex.org/I148366613
National Chiayi University,https://openalex.org/I183570559
National Chin-Yi University of Technology,https://openalex.org/I65446980
National Chung Cheng University,https://openalex.org/I148099254
National Chung Hsing University,https://openalex.org/I162838928
National Dong Hwa University,https://openalex.org/I33096239
National Formosa University,https://openalex.org/I40689657
National Ilan University,https://openalex.org/I75430998
INSA Lyon,https://openalex.org/I48430043
INSA Strasbourg,https://openalex.org/I2801509770
National Institute of Technology Delhi,https://openalex.org/I44635919
National Institute of Technology Hamirpur,https://openalex.org/I36909309
National Institute of Technology Meghalaya,https://openalex.org/I9523339
National Institute of Technology Rourkela,https://openalex.org/I16292982
National Institute of Technology Silchar,https://openalex.org/I151903974
National Institute of Technology Srinagar,https://openalex.org/I8778637
National Institute of Technology Warangal,https://openalex.org/I121750182
"National Institute of Technology, Raipur",https://openalex.org/I38335241
"National Institute of Technology, Tiruchirappalli",https://openalex.org/I122964287
National Kaohsiung University of Science and Technology,https://openalex.org/I4387154394
National Pingtung University of Science and Technology,https://openalex.org/I16566446
"National Pirogov Memorial Medical University, Vinnytsya",https://openalex.org/I4210131292
National Research Nuclear University MEPhI,https://openalex.org/I887846188
Saratov State University,https://openalex.org/I125219893
National Research University of Electronic Technology,https://openalex.org/I204490831
National Sun Yat-Sen University,https://openalex.org/I142974352
National Taichung University of Science and Technology,https://openalex.org/I131948415
National Taipei University,https://openalex.org/I118292597
National Taipei University of Technology,https://openalex.org/I118292597
National Taiwan Normal University,https://openalex.org/I134161618
National Taiwan Ocean University,https://openalex.org/I153512688
National Taiwan University,https://openalex.org/I16733864
National Taiwan University of Science and Technology (Taiwan Tech),https://openalex.org/I154864474
National Technical University Kharkiv Polytechnic Institute,https://openalex.org/I67256668
National Technical University of Athens,https://openalex.org/I174458059
National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,https://openalex.org/I202483615
National Textile University,https://openalex.org/I505182
National Tsing Hua University,https://openalex.org/I25846049
National United University,https://openalex.org/I125934054
National University of Colombia,https://openalex.org/I36243813
National University of Comahue,https://openalex.org/I70368782
National University of Computer and Emerging Sciences,https://openalex.org/I201384688
National University of Costa Rica,https://openalex.org/I198243066
National University of Cuyo,https://openalex.org/I15881080
National University of Córdoba,https://openalex.org/I166401450
National University of Distance Education,https://openalex.org/I178450904
National University of Kaohsiung,https://openalex.org/I192168892
National University of La Plata,https://openalex.org/I874386039
National University of Life and Environmental Sciences of Ukraine,https://openalex.org/I208086522
National University of Medical Sciences,https://openalex.org/I4210155929
National University of Mongolia,https://openalex.org/I64222039
National University of Quilmes,https://openalex.org/I138504249
National University of Rosario,https://openalex.org/I4141589
National University of San Martín,https://openalex.org/I228664971
National University of Sciences and Technology,https://openalex.org/I929597975
National University of Singapore,https://openalex.org/I165932596
National University of Tainan,https://openalex.org/I134793997
National University of Uzbekistan named after Mirzo Ulugbek,https://openalex.org/I4392021094
National Veterinary School of Alfort,https://openalex.org/I17606148
National Yang Ming Chiao Tung University,https://openalex.org/I148366613
National Yang-Ming University,https://openalex.org/I148366613
National Yunlin University of Science and Technology,https://openalex.org/I75357094
National and Kapodistrian University of Athens,https://openalex.org/I200777214
Nazarbayev University,https://openalex.org/I60559429
Near East University,https://openalex.org/I69050122
Necmettin Erbakan University,https://openalex.org/I4210107659
Nelson Mandela University,https://openalex.org/I99712911
Netaji Subhas University of Technology,https://openalex.org/I36090812
New Jersey Institute of Technology,https://openalex.org/I118118575
New Mexico Institute of Mining and Technology,https://openalex.org/I207123951
New Mexico State University,https://openalex.org/I10052268
New Valley University,https://openalex.org/I4387155039
New York University,https://openalex.org/I57206974
Newcastle University,https://openalex.org/I84884186
Nguyen Tat Thanh University,https://openalex.org/I3020192730
Nicolaus Copernicus University,https://openalex.org/I3019271933
Nihon University,https://openalex.org/I104946051
Niigata University,https://openalex.org/I71395657
Nile University,https://openalex.org/I57629906
Nippon Medical School,https://openalex.org/I80188885
Nitte University,https://openalex.org/I1333540553
Oakland University,https://openalex.org/I177721651
Obafemi Awolowo University,https://openalex.org/I45711476
Obuda University,https://openalex.org/I103356709
Ocean University of China,https://openalex.org/I59028903
Ochanomizu University,https://openalex.org/I26120043
October 6 University,https://openalex.org/I4210165376
Modern Sciences and Arts University,https://openalex.org/I895027328
Odesa Mechnikov National University,https://openalex.org/I181840440
Ogarev Mordovia State University,https://openalex.org/I294094635
Ohio State University,https://openalex.org/I52357470
Ohio University,https://openalex.org/I4210106879
Oita University,https://openalex.org/I188815454
Okayama University,https://openalex.org/I163770644
Okayama University of Science,https://openalex.org/I136446963
Oklahoma State University,https://openalex.org/I115475287
Old Dominion University,https://openalex.org/I81365321
Oles Honchar Dnipro National University,https://openalex.org/I883679329
Omsk State Technical University,https://openalex.org/I20119556
Ontario Tech University,https://openalex.org/I39470171
Open University of Catalonia,https://openalex.org/I138847295
Opole University of Technology,https://openalex.org/I119217307
Oran 1 University,https://openalex.org/I137407579
Ordu University,https://openalex.org/I64957398
Oregon Health and Science University,https://openalex.org/I4210143859
Oregon State University,https://openalex.org/I131249849
Osaka City University,https://openalex.org/I317356780
Osaka Institute of Technology,https://openalex.org/I72375662
Osaka Medical College,https://openalex.org/I4210130925
Osaka Medical and Pharmaceutical University,https://openalex.org/I205143321
Osaka Metropolitan University,https://openalex.org/I4387152983
Osaka Prefecture University,https://openalex.org/I15807432
Osaka University,https://openalex.org/I98285908
Osmania University,https://openalex.org/I8975392
Otto von Guericke University Magdeburg,https://openalex.org/I95793202
Oxford Brookes University,https://openalex.org/I124261462
PMAS Arid Agriculture University,https://openalex.org/I200749728
PSG College of Technology,https://openalex.org/I4405254442
Pablo de Olavide University,https://openalex.org/I95013407
Pace University,https://openalex.org/I126863827
Paderborn University,https://openalex.org/I206945453
Paisii Hilendarski University of Plovdiv,https://openalex.org/I192878625
Palacký University Olomouc,https://openalex.org/I70703428
Pamukkale University,https://openalex.org/I48843708
Panjab University,https://openalex.org/I51452335
Panthéon-Sorbonne University – Paris 1,https://openalex.org/I51101395
Paris Dauphine University,https://openalex.org/I56435720
Paris Descartes University,https://openalex.org/I4387156284
Paris Diderot University – Paris 7,https://openalex.org/I4387154366
Paris Lodron Universität Salzburg,https://openalex.org/I182212641
Paris Nanterre University,https://openalex.org/I40434647
Paris Sciences et Lettres – PSL Research University Paris,https://openalex.org/I2746051580
Paris-Saclay University,https://openalex.org/I277688954
Paris Sorbonne University,https://openalex.org/I4210091279
Paris-Sud University,https://openalex.org/I102197404
Parthenope University of Naples,https://openalex.org/I183638586
Pavlov University,https://openalex.org/I2799540354
Payame Noor University,https://openalex.org/I55547365
Peking University,https://openalex.org/I20231570
Pennsylvania State University,https://openalex.org/I130769515
Penza State University,https://openalex.org/I114616248
Perm National Research Polytechnic University,https://openalex.org/I3123069486
Perm State University,https://openalex.org/I105056648
Persian Gulf University,https://openalex.org/I90767664
Peter the Great St Petersburg Polytechnic University,https://openalex.org/I212220629
Petersburg State Transport University,https://openalex.org/I7888777
Petrozavodsk State University,https://openalex.org/I197524780
Pierre and Marie Curie University,https://openalex.org/I4405264447
Pirogov Russian National Research Medical University,https://openalex.org/I337778094
Platov South Russian State Polytechnic University,https://openalex.org/I4210100633
Plekhanov Russian University of Economics,https://openalex.org/I103031861
POSTECH,https://openalex.org/I123900574
Politecnico di Milano,https://openalex.org/I93860229
Polytechnic Institute of Porto,https://openalex.org/I83863532
Polytechnic Institute of Setúbal,https://openalex.org/I4210102653
Polytechnic University of Bari,https://openalex.org/I68618741
Polytechnic University of Bucharest,https://openalex.org/I61641377
Polytechnic University of Timişoara,https://openalex.org/I3122695212
Polytechnic University of Turin,https://openalex.org/I177477856
Polytechnic University of Valencia,https://openalex.org/I60053951
Pompeu Fabra University,https://openalex.org/I170486558
Pondicherry University,https://openalex.org/I175691731
Pontifical Catholic University of Argentina,https://openalex.org/I29406707
Pontifical Catholic University of Minas Gerais,https://openalex.org/I170935008
Pontifical Catholic University of Peru,https://openalex.org/I65285256
Pontifical Catholic University of Rio Grande do Sul,https://openalex.org/I45643870
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),https://openalex.org/I2699952
Pontifical Catholic University of Valparaíso,https://openalex.org/I130474213
Pontifical Javeriana University,https://openalex.org/I233745408
Pontificia Universidad Católica de Chile,https://openalex.org/I162148367
Pontificia Universidad Católica del Ecuador,https://openalex.org/I39398033
Pontificia Universidad Javeriana,https://openalex.org/I233745408
Pontifícia Universidade Católica do Paraná,https://openalex.org/I176838256
Port Said University,https://openalex.org/I88017793
Portland State University,https://openalex.org/I126345244
Poznan University of Medical Sciences,https://openalex.org/I120230055
Poznań University of Life Sciences,https://openalex.org/I55783418
Presidency University,https://openalex.org/I157674215
Prince Mohammad Bin Fahd University,https://openalex.org/I138564716
Prince Sattam Bin Abdulaziz University,https://openalex.org/I142608572
Prince Sultan University,https://openalex.org/I142024983
Prince of Songkla University,https://openalex.org/I131868736
Princess Nourah bint Abdulrahman University,https://openalex.org/I106778892
Princeton University,https://openalex.org/I20089843
Privolzhsky Research Medical University,https://openalex.org/I100051649
Public University of Navarre,https://openalex.org/I175051016
Pukyong National University,https://openalex.org/I8991828
Purdue University Northwest,https://openalex.org/I117015748
Purdue University West Lafayette,https://openalex.org/I219193219
Pusan National University,https://openalex.org/I4921948
Pázmány Péter Catholic University,https://openalex.org/I31882830
Qassim University,https://openalex.org/I156216236
Qatar University,https://openalex.org/I60342839
Qazvin University of Medical Sciences,https://openalex.org/I64532579
Qingdao University,https://openalex.org/I108688024
Quaid-i-Azam University,https://openalex.org/I12469534
Queen Mary University of London,https://openalex.org/I166337079
Queensland University of Technology,https://openalex.org/I160993911
Queen’s University,https://openalex.org/I204722609
Queen’s University Belfast,https://openalex.org/I126231945
RCSI University of Medicine and Health Sciences,https://openalex.org/I142762351
REVA University,https://openalex.org/I83737708
RMIT University,https://openalex.org/I82951845
RPTU University Kaiserslautern-Landau,https://openalex.org/I4387152675
RUDN University,https://openalex.org/I126527374
RWTH Aachen University,https://openalex.org/I887968799
Radboud University Nijmegen,https://openalex.org/I145872427
Rafsanjan University of Medical Sciences,https://openalex.org/I86959772
Rajshahi University of Engineering and Technology,https://openalex.org/I17477748
Razi University,https://openalex.org/I1187138
Recep Tayyip Erdoğan University,https://openalex.org/I161597582
Reichman University,https://openalex.org/I138898306
Renmin University of China,https://openalex.org/I78988378
Rensselaer Polytechnic Institute,https://openalex.org/I165799507
Reykjavík University,https://openalex.org/I123185442
Rhodes University,https://openalex.org/I203238179
Rice University,https://openalex.org/I74775410
Riga Stradiņš University,https://openalex.org/I4210126294
Riga Technical University,https://openalex.org/I201787326
Rikkyo University,https://openalex.org/I133557312
Riphah International University,https://openalex.org/I195024194
Ritsumeikan University,https://openalex.org/I135768898
Robert Gordon University,https://openalex.org/I522815984
Rochester Institute of Technology,https://openalex.org/I155173764
Roskilde University,https://openalex.org/I107707843
Rovira i Virgili University,https://openalex.org/I55952717
Rowan University,https://openalex.org/I44265643
"Royal Holloway, University of London",https://openalex.org/I184558857
Royal Veterinary College,https://openalex.org/I133836048
Ruhr University Bochum,https://openalex.org/I904495901
Rush University,https://openalex.org/I1285301757
Russian Presidential Academy of National Economy and Public Administration,https://openalex.org/I263417816
Russian State University for the Humanities,https://openalex.org/I128931577
Russian University of Transport,https://openalex.org/I134694890
Ryukoku University,https://openalex.org/I103390050
Rzeszów University of Technology,https://openalex.org/I111664937
SASTRA University,https://openalex.org/I932239252
SGH Warsaw School of Economics,https://openalex.org/I18193975
SOAS University of London,https://openalex.org/I31575130
SR University,https://openalex.org/I1330855593
SRM Institute of Science and Technology,https://openalex.org/I145286018
SUNY Binghamton University,https://openalex.org/I123946342
SUNY University at Albany,https://openalex.org/I392282
SWPS University,https://openalex.org/I36685595
Saarland University,https://openalex.org/I91712215
Sabancı University,https://openalex.org/I134235054
Sabzevar University of Medical Sciences,https://openalex.org/I4210166348
Saga University,https://openalex.org/I177136067
Sahand University of Technology,https://openalex.org/I107853901
Saint Louis University,https://openalex.org/I47838141
Saint Petersburg State Pediatric Medical University,https://openalex.org/I74756048
Saint Petersburg State University,https://openalex.org/I172901346
Saint-Petersburg Mining University,https://openalex.org/I3018660459
Saints Cyril and Methodius University in Skopje,https://openalex.org/I76245029
Saitama Medical University,https://openalex.org/I8588240
Saitama University,https://openalex.org/I72253084
Sakarya University,https://openalex.org/I103703290
Sakarya University of Applied Sciences,https://openalex.org/I4387154643
Salahaddin University–Erbil,https://openalex.org/I46208956
Samara National Research University (Samara University),https://openalex.org/I3124489027
Samara National Research University,https://openalex.org/I3124489027
Samara State Medical University,https://openalex.org/I4210127240
Samara State Technical University,https://openalex.org/I3123529209
San Diego State University,https://openalex.org/I26538001
San Jose State University,https://openalex.org/I51504820
San Sebastián University,https://openalex.org/I3124150290
Sapienza University of Rome,https://openalex.org/I861853513
Sapporo Medical University,https://openalex.org/I141882310
Saratov State Medical University,https://openalex.org/I4210118375
Satbayev University,https://openalex.org/I204275683
Sathyabama Institute of Science and Technology,https://openalex.org/I43814544
Saudi Electronic University,https://openalex.org/I120238654
Saveetha Institute of Medical and Technical Sciences,https://openalex.org/I85461943
Savitribai Phule Pune University,https://openalex.org/I878213199
Sciences Po,https://openalex.org/I139506611
Scuola Normale Superiore di Pisa,https://openalex.org/I157210198
Sechenov University,https://openalex.org/I17877952
Sefako Makgatho Health Sciences University,https://openalex.org/I2802393258
Sejong University,https://openalex.org/I28777354
Selçuk University,https://openalex.org/I137996928
Semmelweis University,https://openalex.org/I101202996
Semnan University,https://openalex.org/I928334797
Semnan University of Medical Sciences and Health Services,https://openalex.org/I4210154083
Seoul National University,https://openalex.org/I139264467
Seoul National University of Science and Technology (SeoulTech),https://openalex.org/I118373667
Shaanxi Normal University,https://openalex.org/I88830068
Shahed University,https://openalex.org/I119025939
Shahid Bahonar University of Kerman,https://openalex.org/I115566878
Shahid Beheshti University,https://openalex.org/I58048189
Shahid Beheshti University of Medical Sciences,https://openalex.org/I58048189
Shahid Chamran University of Ahvaz,https://openalex.org/I196051555
Shahid Rajaee Teacher Training University,https://openalex.org/I83123760
