name,inst_id,country_code,type
IMM Graduate School of Marketing,I4210138007,ZA,education
Imo State Polytechnic Omuma,I4405258866,NG,education
Imo State University,I166934088,NG,education
"Indian Institute of Technology Madras, Zanzibar",I4405261081,TZ,education
INES-Ruhengeri,I4210125477,RW,education
Infonet College,I4210112864,ET,education
Information and Communications University,I4210119257,IQ,education
Injibara University,I4403386471,ET,education
Inoorero University,I3130811397,KE,education
Institut Africain d'Informatique,I4210110579,GA,education
Institut Agronomique et Vétérinaire Hassan II,I4210157616,MA,education
Institut des Hautes Études Bancaires et Financières,I4210110735,MA,education
"Institut des Hautes Études Bancaires, Financières et Managériale",I4210121692,MA,education
Institut des Hautes Études de Management,I4210145340,MA,education
Institut des Hautes Études de Tunis,I4210112794,TN,education
Institut Facultaire des sciences Agronomiques de Yangambi,I4405261141,CD,education
Institut Facultaire des Sciences de l'Information et de la Communication,I4210096875,CD,education
Institut International des Assurances,I4210139766,CM,education
Institut International des Sciences et de Technologie,I4210122153,SN,education
Institut Marocain de Management,I4210119614,MA,education
Institut National Agronomique de Tunisie,I4210130933,TN,education
Institut National de la Jeunesse et des Sports,I4210126988,CM,education
Institut National de la Poste et des Technologies de l'Information et de la Communication,I4210137645,DZ,education
Institut National de la Recherche Agronomique de Tunisie,I4210142661,TN,education
Institut National de sante publique,I4405260641,BI,education
Institut National de Statistique et d'Economie Appliquée,I4210114322,MA,education
Institut National des Postes et Télécommunications,I4210153527,MA,education
Institut National des Sciences de l'Archéologie et du Patrimoine,I4210162108,MA,education
Institut National du Bâtiment et des Travaux Publics,I4210160645,CD,education
Institut National Polytechnique Félix Houphouët-Boigny,I4210136418,CI,education
Institut National Supérieur des Sciences et Techniques d'Abéché,I4210130700,TD,education
Institut Panafricain pour le Développement Afrique Centrale,I4210087030,CM,education
Institut Pasteur de Bangui,I4210093986,CF,education
Institut Polytechnique Africain,I4405259478,BF,education
Institut Polytechnique Rural de Formation et de Recherche Appliquée,I4210090812,ML,education
Institut Préparatoire aux Études d'Ingénieurs de Monastir,I4210118693,TN,education
Institut PrépaVogt,I4210129438,CM,education
Institut Privé de Gestion Institut Supérieur de Technologie Industrielle,I4210109780,SN,education
Institut Royal de Formation des Cadres de la Jeunesse et des Sports,I4210118871,MA,education
Institut Sous-Régional de Statistique et d'Economie Appliquée,I4210129886,CM,education
Institut Supérieur Agronomique et Vétérinaire Valéry Giscard d'Estaing,I4210140008,GN,education
Institut Supérieur d'Études Maritimes,I4210098288,MA,education
Institut Supérieur d'Etudes Sociales,I4210165387,CD,education
Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse,I4405257713,TN,education
Institut Supérieur de Biotechnologie de Sfax,I4210111338,TN,education
Institut Supérieur de Commerce de Kinshasa,I4210139502,CD,education
Institut Supérieur de Commerce et d'Administration des Entreprises,I4210143075,MA,education
Institut Supérieur de comptabilité Audit et Finance,I4210127236,MA,education
Institut Supérieur de Développement Rural,I4210095543,CD,education
Institut supérieur de documentation,I4405257450,TN,education
Institut Supérieur de Formation à Distance,I4210126542,GN,education
Institut Supérieur de Formation en Technologie Alimentaire,I4210094475,MA,education
Institut Supérieur de Gestion,I4210140729,TN,education
Institut Supérieur de Gestion de Tunis,I4210140729,TN,education
Institut Supérieur de Gestion des Entreprises,I4210120680,BI,education
Institut Supérieur de l'Information et de la Communication,I4210154402,MA,education
Institut Supérieur de l'Informatique et de Gestion,I4210117767,BF,education
"Institut Supérieur de la Communication, des Affaires et du Management",I4210087116,MG,education
Institut supérieur de la Magistrature,I4210104004,MA,education
Institut Supérieur de Statistique de Lubumbashi,I4210128253,CD,education
Institut Supérieur de Statistiques de Kinshasa,I4210142193,CD,education
Institut Supérieur de Technique Médicale,I4210105117,CD,education
Institut Supérieur de Techniques Appliquées,I4405260287,CD,education
Institut Supérieur de Technologie d'Antananarivo,I4405253058,MG,education
Institut Supérieur de Technologie Médicale,I4210165095,CM,education
Institut Supérieur des Études Technologiques de Gafsa,I4210086032,TN,education
Institut Supérieur des Études Technologiques de Nabeul,I4210095403,TN,education
Institut Supérieur des Etudes Technologiques de Tozeur,I4405261337,TN,education
Institut Supérieur des Etudes Technologiques de Zaghouan,I4405266083,TN,education
Institut Supérieur des Études Technologiques en Communications de Tunis,I4210120884,TN,education
Institut Supérieur des Métiers du Patrimoine de Tunis,I4405261750,TN,education
Institut Supérieur des Professions Infirmières et Techniques de Santé de Casablanca,I4405263495,MA,education
Institut Supérieur des Sciences de l'Éducation de Guinée,I4210119386,GN,education
Institut Supérieur des Sciences et de Médecine Vétérinaire,I4405262353,GN,education
Institut Supérieur des Techniques Médicales de Bukavu,I4405263160,CD,education
Institut Supérieur des Technologies de l'Information et de la Communication,I4210116811,DZ,education
Institut Supérieur du Génie Appliqué,I4210110911,MA,education
Institut Supérieur International du Tourisme de Tanger,I4210100330,MA,education
Institut Supérieur Pédagogique de Bukavu,I4210099197,CD,education
Institut Supérieur Pédagogique de Gitwe,I4210145468,RW,education
Institut Supérieur Pédagogique Technique,I4210167265,CD,education
Institut Supérieur Privé Polytechnique,I4210153818,BF,education
Institut Superieur Sapientiae de Bafoussam,I4405261717,CM,education
Institut Universitaire d'Abidjan,I4210089248,CI,education
Institut Universitaire de la Côte,I4210130305,CM,education
Institut Universitaire du Bénin,I4210158247,BJ,education
Institut Universitaire du Congo,I4210153012,CD,education
Institut Universitaire du Golfe de Guinée,I4210134606,CM,education
Institut Universitaire LES COURS SONOU,I4405261005,BJ,education
Institut Universitaire Polytechnique de Mongo,I4210158610,TD,education
Institut Universitaire Siantou,I4210131119,CM,education
Institute and Observatory of Geophysics of Antananarivo,I4405259536,MG,education
Institute for Educational Planning and Administration,I1317634868,IN,education
Institute For Leadership And Communication Studies,I4210143397,MA,education
"Institute for Meteorological Training and Research, WMO Regional Training Centre",I4405266340,KE,education
"Institute for Poverty, Land and Agrarian Studies",I4210126272,ZA,education
Institute for Security Studies,I4210087931,KE,nonprofit
Institute of Accountancy Arusha,I4210089506,TZ,education
Institute of Aviation Engineering & Technology,I4405256525,EG,education
Institute of Development Management,I2802797706,IN,education
Institute of Finance Management,I4210142187,TZ,education
Institute of Legal Practice and Development,I4210112258,RW,education
Institute of Petroleum Studies Kampala,I4210162948,UG,education
Institute of Rural Development Planning,I4210134162,TZ,education
Institute of Tax Administration,I4405261778,TZ,education
Instituto Superior Monitor,I4210099667,MZ,education
Instituto Superior Politécnico de Gaza,I4210114882,MZ,education
Instituto Superior Politécnico de Manica,I4210154290,MZ,education
Instituto Superior Politécnico de Songo,I4210105090,MZ,education
Instituto Superior Politécnico de Tecnologia e Ciências,I4210159165,AO,education
Instituto Superior Politecnico de Tete,I4210160534,MZ,education
Instituto Superior Politécnico Metropolitano de Angola,I4210125163,AO,education
Instituts Supérieurs des Professions Infirmières et Techniques de Santé,I4210094767,MA,education
Inter-University Council for East Africa,I2800679637,UG,education
International Academy for Engineering and Media Science,I4210159313,EG,education
International Academy Mohammed VI of Civil Aviation,I4210145453,MA,education
International Centre for Genetic Engineering and Biotechnology,I91080651,IT,nonprofit
International Crops Research Institute for the Semi-Arid Tropics,I4210163774,IN,nonprofit
International Institute for Higher Education in Morocco,I4210134797,MA,education
International Institute for Water and Environmental Engineering,I4210107488,BF,education
International Islamic Center for Population Studies and Research,I4210140037,EG,education
International Medical and Technological University,I3132975919,TZ,education
International School of Dakar,I4210108597,SN,education
International University & Polytechnic of Benin,I4210157838,BJ,education
International University Bamenda,I4405259994,CM,education
International University of Africa,I263913023,SD,education
International University of East Africa,I4210122462,UG,education
International University of Grand Bassam,I4210124129,CI,education
International University of Management,I4210099821,NA,education
International University of Rabat,I4210106663,MA,education
Isa Kaita College of Education,I4405261176,NG,education
ISBAT University,I3131644003,UG,education
Islamic University College,I2801517398,GH,education
Islamic University in Uganda,I185474147,UG,education
Islamic University of Niger,I4210105844,NE,education
James Hope University,I4405263093,NG,education
Jamhuriya University of Science and Technology,I4210157195,SO,education
Jaramogi Oginga Odinga University of Science and Technology,I315205436,KE,education
Jazeera University,I4210106316,SO,education
Jean Piaget University of Angola,I4210100085,AO,education
Jean Piaget University of Cape Verde,I4210131030,CV,education
Jigawa State College of Education Gumel,I4405260700,NG,education
Jigawa State College of Nursing Sciences,I4405261325,NG,education
"Jigawa State Polytechnic, Dutse",I4405255526,NG,education
Jigjiga University,I4210123766,ET,education
Jimma University,I1443707,ET,education
John Garang Memorial University of Science and Technology,I4210124673,SS,education
Jomo Kenyatta University of Agriculture and Technology,I26805570,KE,education
Jordan University College,I4405260603,TZ,education
Joseph Ayo Babalola University,I230269253,NG,education
Joseph Sarwuan Tarka University Makurdi,I44738892,NG,education
Joshua Mqabuko Nkomo Polytechnic,I4210152384,ZW,education
Julius Nyerere University of Kankan,I3130478569,GN,education
Kabale University,I3129482412,UG,education
Kabarak University,I3131121749,KE,education
Kaduna Polytechnic,I3131952115,NG,education
Kaduna State University,I307268238,NG,education
Kafrelsheikh University,I130309236,EG,education
Kaimosi Friends University,I4210107289,KE,education
Kampala International University,I2752562790,UG,education
Kampala University,I2752562790,UG,education
Kano State University of Technology,I4210152770,NG,education
Karary University,I64838667,SD,education
Karatina University,I221899656,KE,education
Karl Kumm University,I4405262038,NG,education
Karume Institute of Science and Technology,I4405258167,TZ,education
Kassala University,I20893674,SD,education
Katanga Methodist University,I4210132408,CD,education
Katsina State Institute of Technology and Management,I4405260203,NG,education
KCA University,I3131884745,KE,education
KCMC University,I4405258929,TZ,education
Kebbi State Polytechnic,I4403386679,NA,education
Kebbi State University of Science and Technology,I4210088819,NG,education
"Kenule Beeson Saro-Wiwa Polytechnic, Bori",I4405260148,NG,education
Kenya Highlands University,I4210100769,KE,education
Kenya Institute of Curriculum Development,I4405261871,KE,education
Kenya Institute of Special Education,I4405262157,KE,education
Kenya Institute of Surveying and Mapping,I4405258124,KE,education
Kenya Medical Training College,I116082035,KE,education
Kenya Methodist University,I36770943,KE,education
Kenya School of TVET,I4405266154,KE,education
Kenyatta University,I153975220,KE,education
Khartoum International Institute for Arabic Languague,I4210128741,SD,education
Kibabii University,I4210106600,KE,education
Kigali Independent University,I4210109517,RW,education
King Ceasor University,I4405259800,UG,education
King Faisal University of N'Djamena,I4405260151,TD,education
Kings University,I4405265904,NG,education
Kingsley Ozumba Mbadiwe University,I4405257613,NG,education
Kirinyaga University,I3131411328,KE,education
Kiriri Women's University of Science and Technology,I3129475430,KE,education
Kisii University,I4210151796,KE,education
Kismayo University,I4210116614,SO,education
Klintaps University College of Health and Allied Sciences,I4403928223,GH,education
Kofi Annan International Peacekeeping Training Centre,I3130452249,GH,education
Koforidua Technical University,I4210151633,GH,education
Kogi State University,I10627620,NG,education
"Kogi State University, Kabba",I4405256641,NG,education
Koitaleel Samoei University College,I4405260531,KE,education
Kongo University,I4210150188,CD,education
Kotebe University of Education,I4210109399,ET,education
Kumasi Technical University,I2801516365,GH,education
Kumi University,I4210165537,UG,education
Kwame Nkrumah University,I28046988,GH,education
Kwame Nkrumah University of Science and Technology,I28046988,GH,education
Kwara State Polytechnic,I3129613971,NG,education
Kwara State University,I98243723,NG,education
Kwararafa University,I3131062393,NG,education
Kyambogo University,I43480833,UG,education
Ladoke Akintola University of Technology,I45230691,NG,education
Lafoole University,I4210158975,SO,education
Lagos State University,I126541806,NG,education
Lagos State University of Science and Technology,I2799500531,NG,education
Laikipia University,I3130826315,KE,education
Lancaster University Ghana,I4210106992,GH,education
Landmark University,I304664074,NG,education
Larbi Ben M'hidi University of Oum El Bouaghi,I3132180716,DZ,education
Lead City University,I70593384,NG,education
LEAP Science and Maths Schools,I4210163663,ZA,education
Lebanese International University of Mauritania,I4210165476,MR,education
Levy Mwanawasa Medical University,I4405260929,ZM,education
Liberia Institute Of Public Administration,I4405266764,LR,education
Libya Institute for Advanced Studies,I4405266542,LY,education
Libya Open University,I4210154678,LY,education
Libyan Academy,I4210161365,LY,education
Libyan Centre for Dental Research,I4405258055,LY,education
Libyan International Medical University,I4210153362,LY,education
Light University of Bujumbur,I4210122385,BI,education
Lilongwe University of Agriculture and Natural Resources,I4210101907,MW,education
Lira University,I4405254691,UG,education
LivingStone International University,I4210135011,UG,education
Local Government Training Institute,I4387153630,TZ,education
Lower Shabelle University,I4399598400,SO,education
Loyola University of Congo,I4210119007,CD,education
Lukenya University,I4210162831,KE,education
Lupane State University,I215330179,ZW,education
Lúrio University,I3129864162,MZ,education
Lusaka Apex Medical University,I3133036570,ZM,education
Luxor University,I4405260056,EG,education
Lyceum College,I2996127693,ZA,education
Maakhir University,I4210137779,SO,education
Maasai Mara University,I3131228027,KE,education
Machakos School,I4210111803,KE,education
Machakos University,I2802891092,KE,education
Madda Walabu University,I1283442259,ET,education
Madina Academy,I4210129516,EG,education
Madonna University,I151654608,US,education
Mahatma Gandhi Institute,I90978372,IN,healthcare
Mahatma Gandhi University,I177436651,IN,education
Maitama Sule University Kano,I4210099431,NG,education
Makerere University,I72227227,UG,education
Malawi Adventist University,I3132211733,MW,education
Malawi School of Government,I4405265588,MW,education
Malawi University of Science and Technology,I2800088668,MW,education
Management College of Southern Africa,I3129924371,ZA,education
Mandela Institute for Development Studies,I3132941426,ZA,education
Mangosuthu University of Technology,I160825796,ZA,education
Manicaland State University of Applied Sciences,I4405254191,ZW,education
Manouba University,I83259278,TN,education
Mansoura National University,I4405260572,EG,education
Mansoura University,I159247623,EG,education
Margaret Lawrence University,I4405254723,NG,education
Marien Ngouabi University,I7435137,CG,education
Marondera University of Agricultural Sciences and Technology,I4405252891,ZW,education
Maryam Abacha American University of Niger,I4210143858,NE,education
Maseno University,I195610458,KE,education
Mashreq University,I4210127163,SD,education
Masinde Muliro University of Science and Technology,I88132101,KE,education
Mateur Higher School of Agriculture,I4210155520,TN,education
Matrouh University,I4405258152,EG,education
Mauritius Institute of Education,I4210118643,MU,education
Mbarara University of Science and Technology,I141930137,UG,education
Mbeya University of Science and Technology,I3129830433,TZ,education
McPherson University,I3131280167,NG,education
Media Council of Kenya,I4210091052,KE,education
Mediterranean School of Business,I3131031036,TN,education
Mekdela Amba University,I4405255390,ET,education
Mekelle University,I74813324,ET,education
Menoufia University,I63601056,EG,education
Meru University of Science and Technology,I3131204436,KE,education
Methodist University College Ghana,I327098606,GH,education
Methodist University of Angola,I4210125453,AO,education
Metropolitan International University,I4210111992,UG,education
Mfantsiman Girls Secondary School,I4210095319,GH,education
Michael Okpara University of Agriculture,I98220444,NG,education
Middlesex University,I60488453,GB,education
Midlands State University,I72341686,ZW,education
Midocean University,I4405255600,KM,education
Midrand Graduate Institute,I142215875,ZA,education
Military Technical College,I4210100308,EG,education
Milpark Education,I3130591674,ZA,education
Minia University,I89466785,EG,education
Misr International University,I47853400,EG,education
Misr University for Science and Technology,I154632036,EG,education
Mission de Promotion des Materiaux Locaux,I4405253939,CM,education
Misurata University,I152195623,LY,education
Mizan Tepi University,I267325792,ET,education
Modern Academy,I890898191,EG,education
Modern Academy for Engineering and Technology,I4394709192,EG,education
Modern University for Information and Technology,I4210089325,EG,education
Modibbo Adama University of Technology,I60470151,NG,education
Mogadishu University,I4210110361,SO,education
Mohamed I University,I4210108110,MA,education
Mohamed-Cherif Messaadia University,I1288970718,DZ,education
Mohammed V University,I126477371,MA,education
Moi University,I147168166,KE,education
Monarch University,I4405260615,NG,education
Moshi Co-operative University,I3131787984,TZ,education
Mouloud Mammeri University of Tizi-Ouzou,I4210159538,DZ,education
Mount Kenya University,I250207469,KE,education
Mount Meru University,I3132446703,TZ,education
Mountain Top University,I4210092144,NG,education
Mountains of the Moon University,I33777917,UG,education
Mountcrest University College,I2802211179,GH,education
Muhimbili University of Health and Allied Sciences,I154840374,TZ,education
Mukuba University,I4405256476,ZM,education
Mulago School of Nursing and Midwifery,I4210153084,UG,education
Multimedia University of Kenya,I327535454,KE,education
Mulungushi University,I3132976927,ZM,education
Muni University,I3132109944,UG,education
Murang'a University of Technology,I3133159679,KE,education
Muslim University of Morogoro,I3130741188,TZ,education
Mutare Polytechnic,I4405262327,ZW,education
Muteesa I Royal University,I3129738088,UG,education
Mzumbe University,I15846685,TZ,education
Mzuzu University,I18020613,MW,education
Nahda College,I2801034501,SD,education
Nahda University,I2799409690,EG,education
Nalikule College of Education,I4405265438,MW,education
Nalut University,I4405259951,LY,education
Namibia Institute of Pathology,I4210163016,NA,education
Namibia University of Science and Technology,I101993903,NA,education
Nasarawa State University,I31959934,NG,education
National Advanced School of Public Works,I4210149531,CM,education
National Archives of Senegal,I4210122977,SN,education
National Banking College,I4405262633,GH,education
National Center for Educational Research and Development,I4405257196,EG,education
National Council for Curriculum and Assessment,I4405261996,GH,education
National Defence College Kenya,I4210150453,KE,education
National Engineering School of Tunis,I4210131288,TN,education
National Examinations Council,I4405257153,NG,education
National Higher School of Autonomous Systems Technology,I4405263458,DZ,education
National Higher School of Mathematics,I4405255362,DZ,education
National Higher School of Statistics and Applied Economy,I4210091172,DZ,education
National Higher School of Technology and Engineering Annaba,I4405258926,DZ,education
National Institute for Nigerian Languages,I4405254470,NG,education
National Institute for Research in Education,I4405261368,DZ,education
National Institute of Arts,I4210121172,CD,education
National Institute of Public Administration,I4210160828,ZM,education
National Institute of Transport,I4210106625,TZ,education
National Library of Somalia,I4405266661,SO,education
National Nurses Association of Kenya,I4210119357,KE,education
National Open University of Nigeria,I52605992,NG,education
National Polytechnic University Institute Bamenda,I4405259647,CM,education
National Postgraduate Medical College of Nigeria,I3129828962,NG,education
National Ribat University,I3130760591,SD,education
National School of Architecture,I4210093720,MA,education
National School of Artificial Intelligence,I4387154306,DZ,education
National School of Built and Ground Works Engineering,I4210116852,DZ,education
National School of Business and Management in Settat,I3129602810,MA,education
National School of Computer Science,I4210097372,FR,education
"National School of Electronics and Telecommunications of Sfax, Tunisia",I4405255060,TN,education
National School of Mineral Industry,I4210155111,MA,education
National Telecommunications Institute,I4210165434,EG,education
National Universities Commission,I41910991,NG,education
National University,I139264467,KR,education
October 6 University,I4210165376,EG,education
October High Institute For Enginnering and Technology,I4210136523,EG,education
October University of Modern Sciences and Arts,I895027328,EG,education
Oda Bultum University,I4405257672,ET,education
Oduduwa University,I3133298332,NG,education
Ogun State Institute of Technology Igbesa,I4405264286,NG,education
Olabisi Onabanjo University,I894372087,NG,education
Olusegun Agagu University of Science and Technology,I904009604,NG,education
Omar Al-Mukhtar University,I299799659,LY,education
Omar Bongo University,I3129570296,GA,education
Omdurman Ahlia University,I308622825,SD,education
Omdurman Islamic University,I37322517,SD,education
One World University,I4210166148,MZ,education
Open University of Kenya,I4405256106,KE,education
Open University of Mauritius,I4210094497,MU,education
Open University of Sudan,I4210118269,SD,education
Open University of Tanzania,I912052591,TZ,education
Open University of West Africa,I4210166436,GH,education
Open Window School of Visual Communication,I4210103036,ZA,education
Oran Graduate School of Economics,I4405261784,DZ,education
Oromia State University,I4405260919,ET,education
"Osun State College of Education, Ila-Orangun",I4387156349,NG,education
Osun State University,I35601441,NG,education
Pan Africa Christian University,I3133129679,KE,education
Pan African Christian University College,I4210136168,GH,education
Pan African Institute for Development,I4210123176,CM,education
Pan African Institute for Development Regional Institute for West Africa,I4405259508,CM,education
Pan-African University,I4387152863,NA,education
Pan-Atlantic University,I64032852,NG,education
Paul University Awka,I2799770396,NG,education
Pedagogical University,I157338126,RU,education
Pentecost University College,I2800079435,GH,education
Pharaohs Higher Institute of Computer Information Systems and Management,I4210116887,EG,education
Pharos University in Alexandria,I146977602,EG,education
Philomath University,I4405255197,NG,education
Pigier Bénin,I4210164972,BJ,education
Pigier Côte d'Ivoire,I4210118751,CI,education
Pioneer International University,I4210151313,KE,education
Plasma University,I4210110229,SO,education
Plateau State University,I3132245663,NG,education
Polytechnic School of Algiers,I2802493600,DZ,education
Poma International Business University,I4210092979,BJ,education
Port Said University,I88017793,EG,education
Presbyterian University of East Africa,I209195179,KE,education
"Presbyterian University, Ghana",I41545563,GH,education
Private University of Angola,I4210093741,AO,education
Production Management Institute of Southern Africa,I4210124375,ZA,education
Puntland State University,I3133274995,SO,education
Pwani University,I279922783,KE,education
Radford University College,I2801272733,GH,education
Raya University,I3132488046,ID,education
Red Sea University,I90097577,SD,education
Redeemer's University,I265584191,NG,education
Reformed Church University,I2802418398,ZW,education
Regenesys Business School,I3133096102,ZA,education
Regent Business School,I3129462672,ZA,education
Regent University College of Science and Technology,I4210130454,GH,education
Regentropfen University College,I4405254915,GH,education
Regional Centre for Training in Aerospace Surveys,I4210085862,NG,education
Regional Maritime University,I3132438211,GH,education
Renaissance University,I3131949601,NG,education
Rhema University,I3133127056,NG,education
Rhodes University,I203238179,ZA,education
Riara University,I3130753050,KE,education
Rift Valley University,I2801704801,ET,education
Rivers State University,I96576516,NG,education
Rongo University,I4210102998,KE,education
Royal Centre for Remote Sensing,I4210105732,MA,education
Ruaha Catholic University,I4405253150,TZ,education
Rumbek University,I4210166474,SS,education
Rusangu University,I3130371724,ZM,education
Rwanda Polytechnic,I4405262977,RW,education
Sa'adatu Rimi College of Education,I4210138822,NG,education
Sa'adu Zungur University,I4210109391,NG,education
Sabratha University,I4405257151,LY,education
Sadat Academy for Management Sciences,I43424612,EG,education
Salem University,I9729102,US,education
Samara University,I4210100457,ET,education
Sanaag University of Science and Technology,I4210167438,SO,education
Scott Christian University,I3130586695,KE,education
Sebastian Kolowa Memorial University,I4210119808,TZ,education
Sebha University,I153265617,LY,education
Sedibeng TVET College,I4210092972,ZA,education
Sefako Makgatho Health Sciences University,I2802393258,ZA,education
Senghor University,I3131965639,EG,education
Shendi University,I4210126656,SD,education
Sheppard and Lapsley Presbyterian University of Congo,I4210163669,CD,education
Sicambeni Rural University,I4210158605,ZA,education
Sidi Mohamed Ben Abdellah University,I81605866,MA,education
Sikkim Manipal University,I81433678,IN,education
SIMAD University,I4210127735,SO,education
Sinai University,I1355163,EG,education
Sinnar University,I3132574604,SD,education
Sirte University,I99296679,LY,education
Skyline University Nigeria,I4210164620,NG,education
Social Work Institute in Cairo,I4210162686,EG,education
Sohag University,I97455420,EG,education
Sokoine University of Agriculture,I84641585,TZ,education
Sokoto State University,I3129379329,NG,education
Sol Plaatje University,I3131135081,ZA,education
Solusi University,I3129793404,ZW,education
Somali International University,I4210157016,SO,education
Somali National University,I2801301251,SO,education
Somali STEM Society,I4405266704,SO,education
Somaliland University of Technology,I4210098482,SO,education
Soroti University,I4210161311,UG,education
South African College of Applied Psychology,I4210144462,ZA,education
South African National Energy Development Institute,I4210143728,ZA,education
South African School of Motion Picture Medium and Live Performance,I4210163664,ZA,education
South African Theological Seminary,I2802827535,ZA,education
South Eastern Kenya University,I263567798,KE,education
South Valley University,I189575948,EG,education
Southern Africa Nazarene University,I4210149376,SZ,education
Sphinx University,I4399598398,EG,education
Spiritan University Nneochi,I4405256426,NG,education
"SS Peter and Paul Major Seminary, Bodija",I4405261054,NG,education
St Augustine College of South Africa,I25613804,ZA,education
St. Augustine International University,I2801604535,UG,education
St. Augustine University of Tanzania,I158990150,TZ,education
St. Christopher Iba Mar Diop College of Medicine,I3132822907,SN,education
St. Francis University College of Health and Allied Sciences,I4405261229,TZ,education
St. John's University of Tanzania,I284050080,TZ,education
St. Joseph University In Tanzania,I4210159779,TZ,education
St. Lawrence University,I100236772,US,education
St. Mary's University,I4210160144,KR,healthcare
St. Mary's University in Juba,I4210166823,SS,education
St. Paul's University,I4210089933,KE,education
Stafford University,I4210138504,UG,education
Stalwart University Institute,I4405259403,CM,education
State University of Medical and Applied Sciences,I4405256974,NG,education
State University of Zanzibar,I72235472,TZ,education
Stella Maris Polytechnic,I4210122897,LR,education
Stellenbosch University,I26092322,ZA,education
Strathmore University,I161372803,KE,education
Sudan Academy for Banking and Financial Sciences,I4210115035,SD,education
Sudan Academy of Sciences,I4210156887,SD,education
Sudan Childhood Diabetes Association,I4210090762,SD,education
Sudan International University,I4210094049,SD,education
Sudan Medical Specialization Board,I4210135870,SD,education
Sudan University of Science and Technology,I9353105,SD,education
Sudanese Universities Information Network,I4210163744,SD,education
Suez Canal University,I114794399,EG,education
Suez University,I130009713,EG,education
Sule Lamido University Kafin Hausa,I3129351386,NG,education
"Summit University, Offa",I4405255726,NG,education
Sunyani Technical University,I4210164771,GH,education
Sup de Co Marrakech,I4210147360,MA,education
Sup Management,I4210154748,MA,education
Supershine University,I4210151047,ZM,education
Surman College of Science and Technology,I4405261043,LY,education
SwissLink Higher Institute of Business & Technology,I4405261355,CM,education
Taasisi ya Sanaa na Utamaduni Bagamoyo,I4405266617,TZ,education
Tai Solarin University of Education,I91972364,NG,education
Takoradi Technical University,I4210131222,GH,education
Tangaza University,I4405266166,KE,education
Tansian University,I3131906498,NG,education
Tanta University,I21376657,EG,education
Tanzania Agriculture Research Institute,I4405263296,TZ,education
Tanzania Commission for Universities,I3129228679,TZ,education
Tanzania Institute of Accountancy,I4405259358,TZ,education
Tanzania Institute of Education (TIE),I4405253151,TZ,education
Taraba State College of Health Technology Takum,I4405263029,NG,education
Taraba State University,I3133101575,NG,education
Team University,I4210145961,UG,education
Technical University of Angola,I4210102036,AO,education
Technical University of Kenya,I140287389,KE,education
Technical University of Mombasa,I294845491,KE,education
Tengeru Institute of Community Development,I4405263647,TZ,education
Teofilo Kisanji University,I3133312331,TZ,education
Testament Theological Seminary,I4405254663,NG,education
The Catholic University of Malawi,I4210162858,MW,education
"The Federal Polytechnic, Ado-Ekiti",I4210113643,NG,education
The Future University,I4210090078,SD,education
The Gambia College,I4405259792,GM,education
The Higher Institute of Applied Arts Fifth settlement,I4405263392,EG,education
The Higher Institute of Engineering Technologies Benghazi,I4405263733,LY,education
The Higher School of Management and Digital Economy,I4405259000,DZ,education
The Independent Institute of Education,I4210141751,ZA,education
The Kenya Education Management Institute,I4405266786,KE,education
The Knowledge Hub Universities,I4405258297,EG,education
The Nigerian Baptist Theological Seminary,I4405253712,NG,education
The Polytechnic Ibadan,I4210134659,NG,education
The University Centre for Studies in Namibia,I4405266070,NA,education
The University of Dodoma,I28285804,TZ,education
Thebes Academy,I4210127389,EG,education
Time Université,I4210145739,TN,education
Tissemsilt University,I4210103375,DZ,education
Tom Mboya University College,I4405260281,KE,education
Trinity University,I60060512,US,education
Tshwane University of Technology,I137616099,ZA,education
Tumaini University,I38365063,TZ,education
Tunis El Manar University,I63596082,TN,education
Tunis University,I108714496,TN,education
Tunisia Polytechnic School,I2800887215,TN,education
Tunisia Private University,I3129295481,TN,education
Uganda Christian University,I92808645,UG,education
Uganda Episcopal Conference,I4210159211,UG,education
Uganda Institute of Information & Communications Technology,I4210157324,UG,education
Uganda Management Institute,I230965063,UG,education
Uganda Martyrs University,I199936661,UG,education
Uganda Pentecostal University,I4210123676,UG,education
Uganda Petroleum Institute,I4210115927,UG,education
Uganda Technology and Management University,I3132347332,UG,education
Umaru Musa Yar'adua University,I327500432,NG,education
Umma University,I3130817511,KE,education
UniMAC-GIJ,I3133343259,GH,education
United African University of Tanzania,I4210163681,TZ,education
United Methodist University,I4210139384,LR,education
United States International University Africa,I4210159989,KE,education
Unity University College,I4210152827,ET,education
Universiapolis - Université Internationale d'Agadir,I4210119741,MA,education
Universidade Aberta ISCED,I4210138499,MZ,education
Universidade Colinas de Boé,I4210152842,GW,education
Universidade de Belas,I4405260293,AO,education
Universidade de São Tomé e Príncipe,I4405266030,ST,education
Universidade Gregório Semedo,I4210105134,AO,education
Universidade Independente de Angola,I4210116901,AO,education
Universidade Jean Piaget de Moçambique,I4210098919,MZ,education
Universidade José Eduardo dos Santos,I4405258496,AO,education
Universidade Katyavala Bwila,I4210120595,AO,education
Universidade Kimpa Vita,I4405261565,AO,education
Universidade Lusíada de Angola,I4210164448,AO,education
Universidade Lusófona da Guiné,I4210163474,GW,education
Universidade Mandume Ya Ndemufayo,I4405261374,AO,education
